Episode,Reward
997.0,-14.460695963304724
998.0,-14.396089003671676
999.0,-14.35212811363496
1000.0,-14.29860683249861
1001.0,-14.285620764173624
1002.0,-14.292764556531887
1003.0,-14.289836910966569
1004.0,-14.276938541856904
1005.0,-14.324169156438334
1006.0,-14.35092746487395
1007.0,-14.32741819022521
1008.0,-14.354144008322958
1009.0,-14.390602568239728
1010.0,-14.34669654255733
1011.0,-14.323229577131755
1012.0,-14.349997281360437
1013.0,-14.356497308546833
1014.0,-14.342932335461366
1015.0,-14.309503012106752
1016.0,-14.346407981985685
1017.0,-14.382943902165827
1018.0,-14.38911446314417
1019.0,-14.335223318512728
1020.0,-14.3318710853276
1021.0,-14.298552374474324
1022.0,-14.34556685072958
1023.0,-14.392111182222285
1024.0,-14.378190070400063
1025.0,-14.364408169696063
1026.0,-14.350764087999103
1027.0,-14.377256447119112
1028.0,-14.363483882647921
1029.0,-14.389849043821442
1030.0,-14.425950553383228
1031.0,-14.401691047849395
1032.0,-14.387674137370901
1033.0,-14.35379739599719
1034.0,-14.360259422037219
1035.0,-14.376656827816847
1036.0,-14.412890259538678
1037.0,-14.44876135694329
1038.0,-14.414273743373856
1039.0,-14.440131005940117
1040.0,-14.455729695880716
1041.0,-14.48117239892191
1042.0,-14.466360674932691
1043.0,-14.501697068183363
1044.0,-14.51668009750153
1045.0,-14.531513296526514
1046.0,-14.556198163561248
1047.0,-14.560636181925636
1048.0,-14.56502982010638
1049.0,-14.479379521905317
1050.0,-14.464585726686265
1051.0,-14.479939869419402
1052.0,-14.465140470725208
1053.0,-14.450489066017957
1054.0,-14.415984175357776
1055.0,-14.351824333604199
1056.0,-14.348306090268158
1057.0,-14.364823029365477
1058.0,-14.391174799071822
1059.0,-14.337263051081104
1060.0,-14.353890420570293
1061.0,-14.31035151636459
1062.0,-14.347248001200942
1063.0,-14.353775521188933
1064.0,-14.380237765977043
1065.0,-14.346435388317271
1066.0,-14.372971034434098
1067.0,-14.409241324089757
1068.0,-14.39514891084886
